office_name,website,root_domain,gemeente,final_status,final_aanbod_url,confidence,detection_method,homepage_status,homepage_title,candidates_found_count,candidates_tested_count,best_candidate_url,final_page_type,residential_signals_count,residential_signals_found,commercial_signals_count,commercial_signals_found,page_quality_reason,commercial_hard_block,commercial_block_reason,is_duplicate_audit_result,listing_signals_count,listing_signals_found,rejection_reason,elapsed_ms
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Laarbeek,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://vanhelvoortmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://vanhelvoortmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://vanhelvoortmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://vanhelvoortmakelaardij.nl/"", waiting until ""domcontentloaded""
",1886
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.hermensvastgoed.nl/"" is interrupted by another navigation to ""https://www.vanhelvoortmakelaardij.nl/""
Call log:
  - navigating to ""http://www.hermensvastgoed.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.hermensvastgoed.nl/"" is interrupted by another navigation to ""https://www.vanhelvoortmakelaardij.nl/""
Call log:
  - navigating to ""http://www.hermensvastgoed.nl/"", waiting until ""domcontentloaded""
",158
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://kolmeijercuijk.nl/"" is interrupted by another navigation to ""http://www.hermensvastgoed.nl/""
Call log:
  - navigating to ""https://kolmeijercuijk.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://kolmeijercuijk.nl/"" is interrupted by another navigation to ""http://www.hermensvastgoed.nl/""
Call log:
  - navigating to ""https://kolmeijercuijk.nl/"", waiting until ""domcontentloaded""
",1822
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.makelaarmartijnwillems.nl/"" is interrupted by another navigation to ""https://www.kolmeijernijmegen.nl/cuijk/""
Call log:
  - navigating to ""http://www.makelaarmartijnwillems.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.makelaarmartijnwillems.nl/"" is interrupted by another navigation to ""https://www.kolmeijernijmegen.nl/cuijk/""
Call log:
  - navigating to ""http://www.makelaarmartijnwillems.nl/"", waiting until ""domcontentloaded""
",260
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.twanpoels.nl/"" is interrupted by another navigation to ""https://makelaarmartijnwillems.nl/""
Call log:
  - navigating to ""http://www.twanpoels.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.twanpoels.nl/"" is interrupted by another navigation to ""https://makelaarmartijnwillems.nl/""
Call log:
  - navigating to ""http://www.twanpoels.nl/"", waiting until ""domcontentloaded""
",4508
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,Meierijstad,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.dragtmakelaars.nl/"" is interrupted by another navigation to ""https://www.twanpoels.nl/""
Call log:
  - navigating to ""http://www.dragtmakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.dragtmakelaars.nl/"" is interrupted by another navigation to ""https://www.twanpoels.nl/""
Call log:
  - navigating to ""http://www.dragtmakelaars.nl/"", waiting until ""domcontentloaded""
",379
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,Meierijstad,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.zodus.nl/
Call log:
  - navigating to ""https://www.zodus.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.zodus.nl/
Call log:
  - navigating to ""https://www.zodus.nl/"", waiting until ""domcontentloaded""
",1863
Advema B.V.,http://www.advema.nl,advema.nl,Moerdijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.advema.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.advema.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.advema.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.advema.nl/"", waiting until ""domcontentloaded""
",436
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,Moerdijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.woonschuijt.nl/"" is interrupted by another navigation to ""https://www.advema.nl/""
Call log:
  - navigating to ""http://www.woonschuijt.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.woonschuijt.nl/"" is interrupted by another navigation to ""https://www.advema.nl/""
Call log:
  - navigating to ""http://www.woonschuijt.nl/"", waiting until ""domcontentloaded""
",323
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://www.woonschuijt.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://www.woonschuijt.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",810
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.vantuijl-makelaardij.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""https://www.vantuijl-makelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.vantuijl-makelaardij.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""https://www.vantuijl-makelaardij.nl/"", waiting until ""domcontentloaded""
",1020
Vollenbroek B.V.,http://www.vollenbroekbv.com,vollenbroekbv.com,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.vollenbroekbv.com/"" is interrupted by another navigation to ""https://vantuijl-makelaardij.nl/""
Call log:
  - navigating to ""http://www.vollenbroekbv.com/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.vollenbroekbv.com/"" is interrupted by another navigation to ""https://vantuijl-makelaardij.nl/""
Call log:
  - navigating to ""http://www.vollenbroekbv.com/"", waiting until ""domcontentloaded""
",1196
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,Oirschot,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.gijsclaassen.nl/"" is interrupted by another navigation to ""https://vollenbroek.nl/""
Call log:
  - navigating to ""https://www.gijsclaassen.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.gijsclaassen.nl/"" is interrupted by another navigation to ""https://vollenbroek.nl/""
Call log:
  - navigating to ""https://www.gijsclaassen.nl/"", waiting until ""domcontentloaded""
",419
Quinten Vastgoed,https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding,funda.nl,Oirschot,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding"" is interrupted by another navigation to ""https://www.gijsclaassen.nl/""
Call log:
  - navigating to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding"" is interrupted by another navigation to ""https://www.gijsclaassen.nl/""
Call log:
  - navigating to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding"", waiting until ""domcontentloaded""
",1072
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,Oisterwijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.gijsclaassen.nl/"" is interrupted by another navigation to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding""
Call log:
  - navigating to ""https://www.gijsclaassen.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.gijsclaassen.nl/"" is interrupted by another navigation to ""https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding""
Call log:
  - navigating to ""https://www.gijsclaassen.nl/"", waiting until ""domcontentloaded""
",298
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Oosterhout,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.biemansmakelaardij.nl/"" is interrupted by another navigation to ""https://www.gijsclaassen.nl/""
Call log:
  - navigating to ""http://www.biemansmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.biemansmakelaardij.nl/"" is interrupted by another navigation to ""https://www.gijsclaassen.nl/""
Call log:
  - navigating to ""http://www.biemansmakelaardij.nl/"", waiting until ""domcontentloaded""
",381
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Oosterhout,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.biemansmade.nl/"" is interrupted by another navigation to ""https://www.biemansmakelaardij.nl/""
Call log:
  - navigating to ""http://www.biemansmade.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.biemansmade.nl/"" is interrupted by another navigation to ""https://www.biemansmakelaardij.nl/""
Call log:
  - navigating to ""http://www.biemansmade.nl/"", waiting until ""domcontentloaded""
",301
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Oosterhout,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.bogaersmakelaardij.nl/"" is interrupted by another navigation to ""https://www.biemansmade.nl/""
Call log:
  - navigating to ""http://www.bogaersmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.bogaersmakelaardij.nl/"" is interrupted by another navigation to ""https://www.biemansmade.nl/""
Call log:
  - navigating to ""http://www.bogaersmakelaardij.nl/"", waiting until ""domcontentloaded""
",862
De Landerije Maas en Waal,https://www.landerije.nl/maasenwaal,landerije.nl,Oss,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.landerije.nl/maasenwaal"" is interrupted by another navigation to ""https://bogaersmakelaardij.nl/""
Call log:
  - navigating to ""https://www.landerije.nl/maasenwaal"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.landerije.nl/maasenwaal"" is interrupted by another navigation to ""https://bogaersmakelaardij.nl/""
Call log:
  - navigating to ""https://www.landerije.nl/maasenwaal"", waiting until ""domcontentloaded""
",2507
Ben Straatman Makelaardij,http://www.benstraatman.nl,benstraatman.nl,Reusel-De Mierden,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.benstraatman.nl/"" is interrupted by another navigation to ""https://www.landerije.nl/over-de-landerije/landerije-makelaars/hilde-kuus/""
Call log:
  - navigating to ""http://www.benstraatman.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.benstraatman.nl/"" is interrupted by another navigation to ""https://www.landerije.nl/over-de-landerije/landerije-makelaars/hilde-kuus/""
Call log:
  - navigating to ""http://www.benstraatman.nl/"", waiting until ""domcontentloaded""
",1687
Nathalie van Gisbergen Lommers Makelaars,http://www.lommersmakelaars.nl,lommersmakelaars.nl,Reusel-De Mierden,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.lommersmakelaars.nl/"" is interrupted by another navigation to ""https://benstraatman.nl/""
Call log:
  - navigating to ""http://www.lommersmakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.lommersmakelaars.nl/"" is interrupted by another navigation to ""https://benstraatman.nl/""
Call log:
  - navigating to ""http://www.lommersmakelaars.nl/"", waiting until ""domcontentloaded""
",1436
In de Roos Makelaardij B.V.,https://www.inderoosmakelaardij.nl,inderoosmakelaardij.nl,Roosendaal,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.inderoosmakelaardij.nl/"" is interrupted by another navigation to ""https://lommersmakelaars.nl/""
Call log:
  - navigating to ""https://www.inderoosmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.inderoosmakelaardij.nl/"" is interrupted by another navigation to ""https://lommersmakelaars.nl/""
Call log:
  - navigating to ""https://www.inderoosmakelaardij.nl/"", waiting until ""domcontentloaded""
",417
Noortje van der Maat Makelaardij,http://www.noortjevandermaat.nl,noortjevandermaat.nl,Roosendaal,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.noortjevandermaat.nl/"" is interrupted by another navigation to ""https://inderoosmakelaardij.nl/""
Call log:
  - navigating to ""http://www.noortjevandermaat.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.noortjevandermaat.nl/"" is interrupted by another navigation to ""https://inderoosmakelaardij.nl/""
Call log:
  - navigating to ""http://www.noortjevandermaat.nl/"", waiting until ""domcontentloaded""
",1037
SuijkerBuijk bedrijfs Onroerend Goed,http://www.cs-makelaars.nl,cs-makelaars.nl,Roosendaal,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.cs-makelaars.nl/"" is interrupted by another navigation to ""http://www.noortjevandermaat.nl/""
Call log:
  - navigating to ""http://www.cs-makelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.cs-makelaars.nl/"" is interrupted by another navigation to ""http://www.noortjevandermaat.nl/""
Call log:
  - navigating to ""http://www.cs-makelaars.nl/"", waiting until ""domcontentloaded""
",702
Vermunt Makelaardij B.V.,http://www.vermunt-makelaardij.nl,vermunt-makelaardij.nl,Roosendaal,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.vermunt-makelaardij.nl/"" is interrupted by another navigation to ""https://www.suijkerbuijk-bog.nl/""
Call log:
  - navigating to ""http://www.vermunt-makelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.vermunt-makelaardij.nl/"" is interrupted by another navigation to ""https://www.suijkerbuijk-bog.nl/""
Call log:
  - navigating to ""http://www.vermunt-makelaardij.nl/"", waiting until ""domcontentloaded""
",434
Abelen Makelaars en Taxateurs b.v.,http://www.abelen.nl,abelen.nl,'s-Hertogenbosch,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.abelen.nl/"" is interrupted by another navigation to ""https://www.vermunt-makelaardij.nl/""
Call log:
  - navigating to ""http://www.abelen.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.abelen.nl/"" is interrupted by another navigation to ""https://www.vermunt-makelaardij.nl/""
Call log:
  - navigating to ""http://www.abelen.nl/"", waiting until ""domcontentloaded""
",503
Atenzijlstra Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,'s-Hertogenbosch,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.atenzijlstra.nl/"" is interrupted by another navigation to ""https://www.abelen.nl/""
Call log:
  - navigating to ""http://www.atenzijlstra.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.atenzijlstra.nl/"" is interrupted by another navigation to ""https://www.abelen.nl/""
Call log:
  - navigating to ""http://www.atenzijlstra.nl/"", waiting until ""domcontentloaded""
",1086
Het Waare Huis,http://www.hetwaarehuis.nl,hetwaarehuis.nl,'s-Hertogenbosch,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.hetwaarehuis.nl/"" is interrupted by another navigation to ""https://atenzijlstra.nl/""
Call log:
  - navigating to ""http://www.hetwaarehuis.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.hetwaarehuis.nl/"" is interrupted by another navigation to ""https://atenzijlstra.nl/""
Call log:
  - navigating to ""http://www.hetwaarehuis.nl/"", waiting until ""domcontentloaded""
",3386
NEXT Nieuwbouwmakelaars,https://www.nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,'s-Hertogenbosch,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.nextnieuwbouwmakelaars.nl/"" is interrupted by another navigation to ""https://www.hetwaarehuis.nl/""
Call log:
  - navigating to ""https://www.nextnieuwbouwmakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.nextnieuwbouwmakelaars.nl/"" is interrupted by another navigation to ""https://www.hetwaarehuis.nl/""
Call log:
  - navigating to ""https://www.nextnieuwbouwmakelaars.nl/"", waiting until ""domcontentloaded""
",2834
Otter Taxaties & Advies,https://www.ottertaxaties.nl,ottertaxaties.nl,'s-Hertogenbosch,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.ottertaxaties.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.ottertaxaties.nl/"", waiting until ""domcontentloaded""
",15013
RSP Taxaties & Vastgoedadvies B.V.,http://www.rsptaxaties.nl,rsptaxaties.nl,'s-Hertogenbosch,missing,,0,failed,200,Home - RSP Taxaties & Vastgoedadvies B.V.,7,0,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,2694
Berkers Taxaties,https://www.berkerstaxaties.nl,berkerstaxaties.nl,Someren,missing,,0,failed,200,Professionele taxatie van uw woning - Berkers Taxaties,7,0,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,2405
Kruijswijk Makelaardij o.g.,http://www.kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,Son en Breugel,suspect,https://www.kruijswijkmakelaardij.nl/aanbod,100,homepage_link,200,Kruijswijk Makelaardij | Uw makelaar voor Son en Breugel e.o.,15,1,https://www.kruijswijkmakelaardij.nl/aanbod,project_page,12,"woning,woningen,appartement,huis,vrijstaand,tussenwoning,hoekwoning,slaapkamers,woonoppervlakte,te koop,k.k.,vraagprijs",4,"bedrijfsruimte,kantoorruimte,winkelruimte,horeca",project_page,false,,false,13,"prijs,vraagprijs,k.k.,koop,verkocht,woonoppervlakte,perceel,kamers,slaapkamers,woning,appartement,vrijstaand,tussenwoning",project_page,27709
ViaLinda,https://www.vialinda.nl,vialinda.nl,Son en Breugel,missing,,0,failed,200,vialinda.nl,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,602
De Bont Makelaardij B.V.,http://www.debontmakelaardij.nl,debontmakelaardij.nl,Tilburg,suspect,https://debontmakelaardij.nl/Nieuws/1200/Hulp-nodig-bij-aankoop-.html,91,sitemap,200,De Bont Makelaardij,12,5,https://debontmakelaardij.nl/Nieuws/1200/Hulp-nodig-bij-aankoop-.html,project_page,4,"woning,woningen,huis,te koop",0,,project_page,false,,false,3,"prijs,koop,woning",project_page,4625
Hart van Brabant Makelaardij B.V.,http://www.hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,Tilburg,suspect,https://hartvanbrabantmakelaardij.nl,100,homepage_link,200,Hart van Brabant Makelaardij - Op zoek naar dé perfecte woning? Dan bent u bij ons aan het juiste adres. : Hart van Brabant Makelaardij Op zoek naar dé perfecte woning? Dan bent u bij ons aan het juiste adres.,8,1,https://hartvanbrabantmakelaardij.nl,project_page,7,"woning,appartement,huis,vrijstaand,tussenwoning,slaapkamers,k.k.",0,,project_page,false,,false,10,"prijs,k.k.,koop,kamers,slaapkamers,adres,woning,appartement,vrijstaand,tussenwoning",project_page,32248
Van den Bosch Makelaars B.V.,https://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Tilburg,suspect,https://www.vandenboschmakelaars.com/woning-dongen,100,homepage_link,200,Makelaar Dongen - én vestiging Tilburg | Van den Bosch Makelaars,13,4,https://www.vandenboschmakelaars.com/woning-dongen,property_detail,5,"woning,woningen,appartement,huis,huizen",0,,property_detail,false,,false,4,"koop,adres,woning,appartement",property_detail,13948
Van Heeswijk Jansen Makelaars,http://www.hj-makelaars.nl,hj-makelaars.nl,Tilburg,suspect,https://www.hj-makelaars.nl/huis-kopen-tilburg,95,homepage_link,200,Jouw makelaar in regio Tilburg - HJ Makelaars,10,2,https://www.hj-makelaars.nl/huis-kopen-tilburg,property_detail,4,"woning,woningen,huis,te koop",0,,property_detail,false,,false,4,"koop,adres,postcode,woning",property_detail,21610
ATENZIJLSTRA Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,Vught,suspect,https://atenzijlstra.nl/aanbod,100,homepage_link,200,Atenzijlstra makelaars actief in Vught en Den Bosch,7,1,https://atenzijlstra.nl/aanbod,project_page,10,"woning,woningen,appartement,huis,woonhuis,vrijstaand,tussenwoning,hoekwoning,slaapkamers,k.k.",1,bedrijfsruimte,project_page,false,,false,12,"prijs,k.k.,koop,verkocht,beschikbaar,onder bod,kamers,slaapkamers,woning,appartement,vrijstaand,tussenwoning",project_page,25123
Buro t'sas Makelaardij o.g,http://www.tsas.nl,tsas.nl,Vught,valid,https://www.tsas.nl/aanbod,100,homepage_link,200,Welkom bij de makelaar in Vught,22,1,https://www.tsas.nl/aanbod,listing_index,10,"woning,woningen,appartement,huis,huizen,tussenwoning,slaapkamers,woonoppervlakte,te koop,k.k.",0,,residential_listing_index,false,,false,11,"prijs,k.k.,koop,verkocht,beschikbaar,woonoppervlakte,kamers,slaapkamers,woning,appartement,tussenwoning",,15670
MATAX Makelaardij,http://www.matax.nl,matax.nl,Vught,missing,,0,failed,200,Matax – Matax,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,7942
Elias Makelaars,https://www.eliasmakelaars.nl,eliasmakelaars.nl,Waalre,missing,,0,failed,200,"Elias Makelaars | makelaar Eindhoven e.o | De Kranssen 77, Waalre, Nederland",7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,1694
Irene van Aken Makelaardij,http://www.vanakenmakelaardij.nl,vanakenmakelaardij.nl,Waalre,suspect,https://vanakenmakelaardij.nl/woningen,100,homepage_link,200,Makelaar Waalre - Irene Van Aken Makelaardij | Dit voelt als thuiskomen | Waalre,11,1,https://vanakenmakelaardij.nl/woningen,property_detail,5,"woning,woningen,huis,slaapkamers,k.k.",0,,property_detail,false,,false,10,"prijs,k.k.,koop,verkocht,beschikbaar,onder bod,kamers,slaapkamers,adres,woning",property_detail,15210
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,Waalwijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.tivoliwoningmakelaars/
Call log:
  - navigating to ""https://www.tivoliwoningmakelaars/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.tivoliwoningmakelaars/
Call log:
  - navigating to ""https://www.tivoliwoningmakelaars/"", waiting until ""domcontentloaded""
",18
Brabant Makelaardij,http://www.brabantmakelaardij.nl,brabantmakelaardij.nl,Woensdrecht,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.brabantmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.brabantmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.brabantmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.brabantmakelaardij.nl/"", waiting until ""domcontentloaded""
",225
DE VIERWINDEN MAKELAARDIJ B.V.,http://www.devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,Woensdrecht,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.devierwindenmakelaardij.nl/"" is interrupted by another navigation to ""https://www.brabantmakelaardij.nl/""
Call log:
  - navigating to ""http://www.devierwindenmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.devierwindenmakelaardij.nl/"" is interrupted by another navigation to ""https://www.brabantmakelaardij.nl/""
Call log:
  - navigating to ""http://www.devierwindenmakelaardij.nl/"", waiting until ""domcontentloaded""
",2662
